name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;911;0;935;3215;1404;3215;1283;0
header;129;191;129;230;1759;230;1759;191
A;936;255;936;283;959;283;959;255
A;1183;425;1183;425;1183;425;1183;425
A;1030;499;1030;510;1038;510;1038;499
B;1063;890;1063;917;1096;917;1096;890
B;936;936;936;966;957;966;957;936
C;937;1604;937;1635;959;1635;959;1604
A;1232;1805;1232;1805;1232;1805;1232;1805
A;1218;1834;1218;1847;1226;1847;1226;1834
B;1185;2267;1185;2283;1207;2283;1207;2267
D;943;2281;943;2308;966;2308;966;2281
B;1087;2518;1087;2533;1109;2533;1109;2518
B;1347;2519;1347;2534;1367;2534;1367;2519
C;1352;2644;1352;2663;1366;2663;1366;2644
